"","brand","model","year","price","currency","type","fuel","condition","info"
"4591","Forland","Volteo 3 metros",2022,"30,990","US","v.pesados"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"4592","Mitsubishi","Fuso",2022,"43,800","US","v.pesados"," Diesel "," Usado ","2022 - Diesel - Usado - N/D Km"
"4593","Mitsubishi","Fuso",2022,"43,800","US","v.pesados"," Diesel "," Usado ","2022 - Diesel - Usado - N/D Km"
"4594","Mitsubishi","Fuso",2022,"43,800","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Km"
"4595","Kia","K-2700",2022,"20,990","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4596","Kia","K-2700",2022,"21,900","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4597","Hyundai","HD 65 14 PIES",2022,"39,900","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4598","Hino","WU 730L",2022,"53,500","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4599","Hino","W 710 L",2022,"42,500","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Km"
"4600","Kia","K-2700",2022,"21,500","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4601","Isuzu","Volteo",2022,"48,200","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4602","XCMG","C10",2022,"20,900","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4603","Jac","X 200",2022,"18,950","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4604","Mitsubishi","Canter Chassis 14 pies",2022,"38,900","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4605","Mitsubishi","Fuso Canter",2022,"44,900","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4606","Isuzu","NPR 14 pies",2022,"42,900","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4607","Kia","K-2700",2022,"20,990","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4608","Hyundai","HD 65",2022,"44,900","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4609","Kia","K-2700",2022,"20,900","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Km"
"4610","Mitsubishi","Canter Cama 12 Pies ",2022,"41,900","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Km"
"4611","Mitsubishi","Canter Cama 14 Pies",2022,"43,000","US","v.pesados"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"4612","Mitsubishi","Canter Volteo",2022,"48,900","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Km"
"4613","Hyundai","H-100 Camion",2022,"24,900","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4614","Mitsubishi","Fuso",2022,"44,900","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4615","Hino","Volteo",2022,"52,500","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4616","Mitsubishi","Fuso",2022,"48,500","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4617","Forland","Volteo 3 metros",2022,"30,950","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4618","Mitsubishi","Fuso Canter",2022,"49,500","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Km"
"4619","Kia","K-2700",2022,"20,990","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4620","Mitsubishi","Rosa",2022,"81,000","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4621","Isuzu","NPR 14 pies",2022,"42,500","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Km"
"4622","Jac","X 200",2022,"18,950","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Km"
"4623","Isuzu","QKR 10 PIES",2022,"25,500","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4624","Kia","K-2700",2022,"22,300","US","v.pesados"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"4625","Kia","K-2700",2022,"21,990","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4626","Kia","K-2700",2022,"20,990","US","v.pesados"," Diesel "," Usado ","2022 - Diesel - Usado - N/D Km"
"4627","Mitsubishi","Canter Volteo",2022,"47,900","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4628","Kia","K-2700",2022,"21,990","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4629","Mitsubishi","Fuso",2022,"44,500","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4630","Isuzu","Volteo",2022,"49,900","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4631","Kia","K-2700",2022,"21,990","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Km"
"4632","Kia","K-2700",2022,"25,990","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Km"
"4633","Isuzu","Volteo",2022,"49,900","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Km"
"4634","Kia","K-2700",2022,"20,490","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"4635","Kia","K-2700",2022,"20,990","US","v.pesados"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Km"
"4636","Kia","K-2700",2021,"26,400","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4637","Kia","K-2700",2021,"20,990","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4638","Foton","Truck Mate TM5H",2021,"19,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4639","Isuzu","QKR 10 PIES",2021,"26,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4640","Hyundai","H-100",2021,"21,995","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4641","Hyundai","EX9 16 PIES",2021,"44,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4642","Hyundai","H-100 Camion",2021,"20,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4643","Hyundai","HD 78",2021,"41,500","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4644","EICHER","PRO 3008",2021,"45,000","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Km"
"4645","Hino","WU 300 L",2021,"34,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Km"
"4646","Hino","WU 300 L",2021,"47,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Km"
"4647","Hyundai","HD 78",2021,"48,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Km"
"4648","Maxus","Genlyon  C100",2021,"109,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4649","Volkswagen","Worker 9.150",2021,"45,500","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4650","Yutong","ZK 880000",2021,"75,000","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4651","Hyundai","H-100 Camion",2021,"21,995","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4652","Hyundai","EX9 16 PIES",2021,"44,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4653","Mitsubishi","Canter Cama 14 Pies",2021,"43,500","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4654","Mitsubishi","Canter",2021,"43,500","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4655","Isuzu","NMR 10 PIES",2021,"34,900","US","v.pesados"," Gasolina "," Nuevo ","2021 - Gasolina - Nuevo - N/D Mi"
"4656","Isuzu","QKR 10 PIES",2021,"26,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4657","Hyundai","H-100 Camion",2021,"25,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4658","Isuzu","NMR 10 PIES",2021,"40,000","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - 1,400 Km"
"4659","Kia","K-2700",2021,"18,900","US","v.pesados"," Diesel "," Usado ","2021 - Diesel - Usado - 23,000 Km"
"4660","Isuzu","QKR 10 PIES",2021,"25,200","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4661","Isuzu","NPR 14 pies",2021,"41,200","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Km"
"4662","Isuzu","NMR 10 PIES",2021,"36,400","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Km"
"4663","Isuzu","Volteo",2021,"48,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Km"
"4664","Hyundai","HD 65 14 PIES",2021,"34,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Km"
"4665","Kia","K-2700",2021,"20,990","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Km"
"4666","Kia","K-2700",2021,"18,900","US","v.pesados"," Diesel "," Usado ","2021 - Diesel - Usado - 20,000 Km"
"4667","Hyundai","VOLTEO",2021,"44,500","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Km"
"4668","Hyundai","Mighty EX-6",2021,"43,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Km"
"4669","Isuzu","NMR 10 PIES",2021,"37,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4670","Isuzu","NPS",2021,"53,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4671","CDW","737 Volteo",2021,"36,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Km"
"4672","Hino","W 711",2021,"43,500","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4673","Isuzu","QKR",2021,"25,500","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - 22 Km"
"4674","Hyundai","H-100 Camion",2021,"21,990","US","v.pesados"," Gasolina "," Nuevo ","2021 - Gasolina - Nuevo - N/D Mi"
"4675","Hino","WU 300 L",2021,"42,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4676","Isuzu","Volteo",2021,"47,200","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4677","Isuzu","NMR",2021,"34,200","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4678","Isuzu","NQR",2021,"45,200","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4679","Mercedes-Benz","Atego 1725",2021,"84,000","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4680","Dongfeng","Camion ",2021,"32,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4681","Kubota","DC-70 Plus",2021,"43,500","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4682","Isuzu","QKR 10 PIES",2021,"29,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4683","Isuzu","FTR 21 Pies",2021,"69,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4684","Isuzu","QKR 10 PIES",2021,"25,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4685","Mitsubishi","Canter Volteo",2021,"48,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4686","Isuzu","Camion Furgon",2021,"45,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4687","Isuzu","QKR",2021,"25,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4688","JMC","JX1041DLA2 ",2021,"28,700","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Km"
"4689","JMC","JX1041DLA2 ",2021,"28,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Km"
"4690","Hyundai","Cama Larga",2021,"40,400","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4691","Jac","X 200",2021,"17,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4692","Isuzu","QKR",2021,"25,500","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4693","Hino","Serie 500",2021,"66,500","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4694","Isuzu","NPR 14 pies",2021,"42,200","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4695","CDW","737 Volteo",2021,"1","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Km"
"4696","CDW","757 Volteo",2021,"1","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4697","Dongfeng","Camion  Cama Larga",2021,"32,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Mi"
"4698","DFM","Cargo Box",2021,"13,500","US","v.pesados"," Gasolina "," Nuevo ","2021 - Gasolina - Nuevo - N/D Mi"
"4699","JMC"," JX1062  14 Pies",2021,"26,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Km"
"4700","JMC","JX1044 12 Pies 4 Gomas",2021,"24,900","US","v.pesados"," Diesel "," Nuevo ","2021 - Diesel - Nuevo - N/D Km"
"4701","Toyota","Coaster",2020,"82,500","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4702","Toyota","Coaster",2020,"79,900","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Km"
"4703","Maxus","V80",2020,"44,900","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4704","Mitsubishi","Fuso",2020,"115,900","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Km"
"4705","Yanmar","EF  514T",2020,"23,900","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4706","Mitsubishi","Fuso Canter",2020,"92,900","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4707","Mitsubishi","Fuso",2020,"62,900","US","v.pesados"," Diesel "," Usado ","2020 - Diesel - Usado - N/D Mi"
"4708","Mitsubishi","Fuso",2020,"91,000","US","v.pesados"," Diesel "," Usado ","2020 - Diesel - Usado - N/D Mi"
"4709","Yutong","ZK 880000",2020,"59,900","US","v.pesados"," Diesel "," Usado ","2020 - Diesel - Usado - N/D Mi"
"4710","Beiben","3142 GPZ",2020,"138,000","US","v.pesados"," Diesel "," Usado ","2020 - Diesel - Usado - N/D Km"
"4711","Dongfeng","Camion  Cama Larga",2020,"28,500","US","v.pesados"," Diesel "," Usado ","2020 - Diesel - Usado - 1,225 Km"
"4712","Nissan","Montacarga",2020,"990,000","RD","v.pesados"," GLP "," Usado ","2020 - GLP - Usado - 300 Hr"
"4713","Maxus","V80",2020,"46,900","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4714","Foton","Aumark TX",2020,"21,900","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Km"
"4715","Great","Wall Wingle 5",2020,"24,900","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4716","Isuzu","NQR",2020,"45,000","US","v.pesados"," Diesel "," Usado ","2020 - Diesel - Usado - 138,000 Km"
"4717","Mitsubishi","Rosa",2020,"69,900","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4718","Mitsubishi","Canter Chassis 10 pies",2020,"28,500","US","v.pesados"," Diesel "," Usado ","2020 - Diesel - Usado - N/D Mi"
"4719","Yanmar","EF ",2020,"22,900","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4720","Mitsubishi","Fuso",2020,"94,000","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4721","CDW","777",2020,"35,900","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Km"
"4722","CDW","737",2020,"31,700","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Km"
"4723","JMC"," JX1062  14 Pies",2020,"28,900","US","v.pesados"," Diesel "," Usado ","2020 - Diesel - Usado - N/D Km"
"4724","Joylong","A5",2020,"38,900","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4725","Mitsubishi","Canter Chassis 14 pies",2020,"35,500","US","v.pesados"," Diesel "," Usado ","2020 - Diesel - Usado - N/D Mi"
"4726","International","8600",2020,"134,500","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4727","Yanmar","EF  514T",2020,"23,500","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4728","Valtra","BM 125I",2020,"52,000","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4729","Joylong","A5",2020,"41,000","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4730","Sinotruck","Howo",2020,"30,900","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4731","Dongfeng","Camion ",2020,"29,900","US","v.pesados"," Diesel "," Usado ","2020 - Diesel - Usado - 27,000 Km"
"4732","Mitsubishi","Canter Volteo",2020,"124,000","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4733","Mitsubishi","Fuso",2020,"89,000","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4734","CDW","737 4 Ruedas",2020,"29,900","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4735","Maxus","V80",2020,"46,900","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4736","Mitsubishi","Rosa",2020,"78,000","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4737","Toyota","Coaster",2020,"79,900","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4738","Isuzu","QKR",2020,"26,900","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4739","Maxus","V80",2020,"44,900","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4740","Yutong","ZK 880000",2020,"79,900","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4741","CDW","Constanza",2020,"1","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4742","CDW","777 20 Pies",2020,"1","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4743","CDW","737 4 Ruedas",2020,"1","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4744","CDW","737",2020,"1","US","v.pesados"," Diesel "," Nuevo ","2020 - Diesel - Nuevo - N/D Mi"
"4745","ISI-1000","Cryptun 110",2020,"70,000","RD","v.pesados"," Gasolina "," Nuevo ","2020 - Gasolina - Nuevo - N/D Mi"
"4746","Golden","Dragon 34 Pasajeros",2019,"59,900","US","v.pesados"," Diesel "," Usado ","2019 - Diesel - Usado - N/D Mi"
"4747","Hyundai","HD 78",2019,"37,500","RD","v.pesados"," Diesel "," Usado ","2019 - Diesel - Usado - N/D Km"
"4748","Van","Hool",2019,"19,000","US","v.pesados"," Electrico "," Usado ","2019 - Eléctrico - Usado - N/D Km"
"4749","Mitsubishi","Canter Volteo 6 metros",2018,"87,000","US","v.pesados"," GLP "," Usado ","2018 - GLP - Usado - N/D Mi"
"4750","Hino","Serie 500",2018,"99,500","US","v.pesados"," Diesel "," Usado ","2018 - Diesel - Usado - N/D Mi"
"4751","Mitsubishi","Fuso Autobus",2018,"55,900","US","v.pesados"," Diesel "," Usado ","2018 - Diesel - Usado - N/D Mi"
"4752","Mitsubishi","Canter Cama 14 Pies",2018,"1,795,000","RD","v.pesados"," Diesel "," Usado ","2018 - Diesel - Usado - N/D Mi"
"4753","CDW","777 Volteo",2018,"32,999","US","v.pesados"," Diesel "," Usado ","2018 - Diesel - Usado - N/D Km"
"4754","Volkswagen","Worker",2017,"42,500","US","v.pesados"," Diesel "," Usado ","2017 - Diesel - Usado - N/D Mi"
"4755","Mitsubishi","Canter",2017,"36,500","RD","v.pesados"," Diesel "," Usado ","2017 - Diesel - Usado - 96,061 Km"
"4756","Hyundai","Aero  Hi-Class",2017,"1,700,000","RD","v.pesados"," Diesel "," Usado ","2017 - Diesel - Usado - 64,688 Mi"
"4757","Hyundai","HD 78",2017,"38,500","US","v.pesados"," Diesel "," Usado ","2017 - Diesel - Usado - N/D Mi"
"4758","Isuzu","NPR Cama Larga",2017,"34,500","US","v.pesados"," Gasolina "," Usado ","2017 - Gasolina - Usado - N/D Mi"
"4759","Hino","WU 611L",2016,"1,450,000","RD","v.pesados"," Diesel "," Usado ","2016 - Diesel - Usado - N/D Mi"
"4760","Nissan","ATLAS",2016,"1,070,000","RD","v.pesados"," Diesel "," Usado ","2016 - Diesel - Usado - N/D Mi"
"4761","Nissan","ATLAS",2016,"1,070,000","RD","v.pesados"," Diesel "," Usado ","2016 - Diesel - Usado - N/D Mi"
"4762","Nissan","ATLAS",2016,"1,070,000","RD","v.pesados"," Diesel "," Usado ","2016 - Diesel - Usado - N/D Mi"
"4763","Hyundai","H-100 Camion",2016,"950,000","RD","v.pesados"," Diesel "," Usado ","2016 - Diesel - Usado - N/D Mi"
"4764","John","Deere 610",2016,"84,990","US","v.pesados"," Diesel "," Usado ","2016 - Diesel - Usado - N/D Mi"
"4765","Jac","HFC 6591",2016,"16,900","US","v.pesados"," Diesel "," Usado ","2016 - Diesel - Usado - N/D Mi"
"4766","Isuzu","NPR",2016,"29,800","US","v.pesados"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"4767","Hino","WU 611L",2016,"1,400,000","RD","v.pesados"," Diesel "," Usado ","2016 - Diesel - Usado - N/D Mi"
"4768","Freightliner","M2-106",2016,"44,500","US","v.pesados"," Diesel "," Usado ","2016 - Diesel - Usado - 271,000 Mi"
"4769","Caterpillar","12 F",2016,"59,500","US","v.pesados"," Diesel "," Usado ","2016 - Diesel - Usado - N/D Mi"
"4770","Mitsubishi","Fuso",2016,"1,700,000","RD","v.pesados"," Diesel "," Usado ","2016 - Diesel - Usado - N/D Mi"
"4771","Freightliner","M2-106",2016,"100","US","v.pesados"," Diesel "," Usado ","2016 - Diesel - Usado - 336,000 Mi"
"4772","Hyundai","HD 50   ",2016,"22,500","US","v.pesados"," Diesel "," Usado ","2016 - Diesel - Usado - 100 Km"
"4773","Hyundai","H-100 Camion",2015,"775,000","RD","v.pesados"," Diesel "," Usado ","2015 - Diesel - Usado - N/D Mi"
"4774","Toyota","Coaster",2015,"51,900","US","v.pesados"," Diesel "," Usado ","2015 - Diesel - Usado - N/D Mi"
"4775","Bobcat","763 G",2015,"57,000","US","v.pesados"," Diesel "," Usado ","2015 - Diesel - Usado - N/D Mi"
"4776","JMC"," JX1062  14 Pies",2015,"850,000","RD","v.pesados"," Diesel "," Usado ","2015 - Diesel - Usado - N/D Km"
"4777","Mack","Camion",2015,"2,200,000","RD","v.pesados"," Diesel "," Usado ","2015 - Diesel - Usado - 111 Mi"
"4778","Toyota","Dyna",2015,"995,000","RD","v.pesados"," Diesel "," Usado ","2015 - Diesel - Usado - N/D Mi"
"4779","International","Workstar 7600",2015,"2,600,000","RD","v.pesados"," Diesel "," Usado ","2015 - Diesel - Usado - 279,000 Mi"
"4780","Hyundai","Porter II",2015,"920,000","RD","v.pesados"," Diesel "," Usado ","2015 - Diesel - Usado - N/D Mi"
"4781","Hyundai","Porter II Thermo King  ",2015,"920,000","RD","v.pesados"," Diesel "," Usado ","2015 - Diesel - Usado - N/D Mi"
"4782","Freightliner","M2-106",2014,"52,500","US","v.pesados"," Diesel "," Usado ","2014 - Diesel - Usado - N/D Mi"
"4783","Freightliner","M2-106",2014,"3,250,000","RD","v.pesados"," Diesel "," Usado ","2014 - Diesel - Usado - N/D Mi"
"4784","Freightliner","M2-106",2014,"2,275,000","RD","v.pesados"," Diesel "," Usado ","2014 - Diesel - Usado - N/D Mi"
"4785","Caterpillar","D8R Tractor",2014,"1","RD","v.pesados"," Diesel "," Usado ","2014 - Diesel - Usado - 1 Mi"
"4786","Mack","Cabezote",2014,"1,900,000","RD","v.pesados"," Diesel "," Usado ","2014 - Diesel - Usado - N/D Mi"
"4787","Freightliner","M2",2014,"100","US","v.pesados"," Diesel "," Usado ","2014 - Diesel - Usado - N/D Mi"
"4788","Freightliner","M2-106",2014,"2,325,000","RD","v.pesados"," Diesel "," Usado ","2014 - Diesel - Usado - N/D Mi"
"4789","Freightliner","M2-106",2014,"2,450,000","RD","v.pesados"," Diesel "," Usado ","2014 - Diesel - Usado - N/D Mi"
"4790","Freightliner","Camion Canasto",2014,"2,885,000","RD","v.pesados"," Diesel "," Usado ","2014 - Diesel - Usado - N/D Mi"
"4791","Freightliner","M2",2013,"36,500","US","v.pesados"," Diesel "," Usado ","2013 - Diesel - Usado - N/D Mi"
"4792","Mitsubishi","Fuso Canter",2013,"2,600,000","RD","v.pesados"," Diesel "," Usado ","2013 - Diesel - Usado - N/D Mi"
"4793","Hino","338",2013,"30,500","US","v.pesados"," Diesel "," Usado ","2013 - Diesel - Usado - 301,152 Mi"
"4794","Isuzu","NPR",2013,"1,625,000","RD","v.pesados"," Diesel "," Usado ","2013 - Diesel - Usado - N/D Mi"
